line,tri,source
10,"[{'h': 'Cannibal', 't': 'Blake Mills', 'r': 'produce', 'c': 0.076427387073636}, {'h': 'a movie', 't': 'Pebe Sebert', 'r': 'produce', 'c': 0.069541191682219}, {'h': 'a movie', 't': 'Pebe Sebert', 'r': 'write', 'c': 0.06265440769493501}, {'h': 'Cannibal', 't': 'Pebe Sebert', 'r': 'write', 'c': 0.041043231263756}, {'h': 'a movie', 't': 'Blake Mills', 'r': 'produce', 'c': 0.114050518721342}, {'h': 'Cannibal', 't': 'Pebe Sebert', 'r': 'produce', 'c': 0.031918060034513}, {'h': 'Blake Mills', 't': 'Pebe Sebert', 'r': 'write', 'c': 0.05866475962102401}, {'h': 'Eric Godon', 't': 'roles', 'r': 'star', 'c': 0.13861708715558002}, {'h': 'The movie', 't': 'Eric Godon', 'r': 'feature', 'c': 0.08985524810850601}, {'h': 'The movie', 't': 'Antonio de la Torre', 'r': 'feature', 'c': 0.10385031253099401}, {'h': 'Antonio de la Torre', 't': 'roles', 'r': 'star', 'c': 0.127015735954046}, {'h': 'The movie', 't': 'roles', 'r': 'feature', 'c': 0.12262603640556301}, {'h': 'The movie', 't': 'roles', 'r': 'star', 'c': 0.16946369409561102}]",Cannibal is a movie that was produced by Blake Mills and written by Pebe Sebert. The movie features Antonio de la Torre and Eric Godon in starring roles.
11,"[{'h': 'The cast', 't': 'the artists', 'r': 'among', 'c': 0.07759778760373501}, {'h': 'The cast', 't': 'the film', 'r': 'feature', 'c': 0.09287574142217601}, {'h': 'The cast', 't': 'the film', 'r': 'among', 'c': 0.050194514915347}, {'h': 'Bill McKinney', 't': 'the artists', 'r': 'among', 'c': 0.06898103095591}, {'h': 'Little Mix', 't': 'the artists', 'r': 'among', 'c': 0.07531891763210201}, {'h': 'Little Mix', 't': 'the film', 'r': 'feature', 'c': 0.085762539878487}, {'h': 'Little Mix', 't': 'the film', 'r': 'among', 'c': 0.047915644943714}, {'h': 'Bill McKinney', 't': 'the film', 'r': 'feature', 'c': 0.07877891045063701}, {'h': 'The Breeders', 't': 'the artists', 'r': 'among', 'c': 0.0787845402956}, {'h': 'Bill McKinney', 't': 'the film', 'r': 'among', 'c': 0.041577758267521005}, {'h': 'The Breeders', 't': 'the film', 'r': 'feature', 'c': 0.08689460158348}, {'h': 'the artists', 't': 'the film', 'r': 'feature', 'c': 0.114925302565097}, {'h': 'The Breeders', 't': 'the film', 'r': 'among', 'c': 0.051381267607212004}, {'h': 'The movie', 't': 'Rick Davies', 'r': 'write', 'c': 0.13959175348281802}, {'h': 'The movie', 't': 'X Ambassadors', 'r': 'write', 'c': 0.11457986012101101}, {'h': 'Justin Prime', 't': 'an artist', 'r': 'list', 'c': 0.098771538585424}, {'h': 'an artist', 't': 'the production', 'r': 'involve', 'c': 0.111883968114852}, {'h': 'Justin Prime', 't': 'the production', 'r': 'involve', 'c': 0.087840827181935}, {'h': 'Justin Prime', 't': 'the production', 'r': 'list', 'c': 0.09800042212009401}]","The movie ""Cannonball"" has a talented production team including Benny Blanco and Lee Hazlewood as producers. The cast includes Bill McKinney, and Little Mix and The Breeders are among the artists featured in the film. The movie was written by Rick Davies and X Ambassadors. Additionally, Justin Prime is also listed as an artist involved in the production."
12,"[{'h': 'The movie', 't': 'talented artists', 'r': 'feature', 'c': 0.116298183798789}, {'h': 'The movie', 't': 'its creation', 'r': 'feature', 'c': 0.076421901583671}, {'h': 'Captain Blood', 't': 'its creation', 'r': 'feature', 'c': 0.077543787658214}, {'h': 'Captain Blood', 't': 'talented artists', 'r': 'feature', 'c': 0.117420069873332}, {'h': 'the writer', 't': ""the story's development"", 'r': 'behind', 'c': 0.08740932494401901}, {'h': 'the writer', 't': 'David Smith', 'r': 'behind', 'c': 0.063977781683206}, {'h': 'Casey Robinson', 't': ""the director's helm"", 'r': 'behind', 'c': 0.049048660323023005}, {'h': 'Casey Robinson', 't': 'David Smith', 'r': 'behind', 'c': 0.047011401504278}, {'h': 'Casey Robinson', 't': ""the story's development"", 'r': 'behind', 'c': 0.07044294476509}, {'h': 'the writer', 't': ""the director's helm"", 'r': 'behind', 'c': 0.066015040501952}, {'h': 'composer Jean-Michel Jarre', 't': ""the film's score"", 'r': 'work', 'c': 0.069186287000775}, {'h': 'the mood', 't': ""the film's score"", 'r': 'work', 'c': 0.0732056889683}, {'h': 'viewers', 't': ""the film's score"", 'r': 'work', 'c': 0.078694563359022}, {'h': 'the movie', 't': 'the remarkable talents', 'r': 'promise', 'c': 0.092864368110895}, {'h': 'the movie', 't': 'a captivating and engaging experience', 'r': 'offer', 'c': 0.075253646820783}, {'h': 'the movie', 't': 'a captivating and engaging experience', 'r': 'promise', 'c': 0.08463111147284501}, {'h': 'the remarkable talents', 't': 'its production', 'r': 'behind', 'c': 0.086168978363275}, {'h': 'the movie', 't': 'its production', 'r': 'promise', 'c': 0.080785227939486}, {'h': 'a captivating and engaging experience', 't': 'its production', 'r': 'behind', 'c': 0.073176512494683}, {'h': 'the movie', 't': 'the remarkable talents', 'r': 'offer', 'c': 0.076644480228424}, {'h': 'the movie', 't': 'its production', 'r': 'offer', 'c': 0.07657893374562201}, {'h': 'the movie', 't': 'its production', 'r': 'behind', 'c': 0.072713185101747}]","The movie ""Captain Blood"" features talented artists for its creation. Casey Robinson is the writer behind the story's development, while David Smith takes the director's helm. To set the mood for viewers, composer Jean-Michel Jarre works on the film's score. French actor André Bourvil is also part of the film, taking on one of the starring roles. Overall, the movie promises to offer a captivating and engaging experience with the remarkable talents behind its production."
13,"[{'h': 'The movie', 't': 'artists', 'r': 'credit', 'c': 0.126391891390085}, {'h': 'The movie', 't': 'its production', 'r': 'credit', 'c': 0.10724498704075801}, {'h': 'The movie', 't': 'a number', 'r': 'credit', 'c': 0.10686592385172801}, {'h': '""Captain Fracasse', 't': 'artists', 'r': 'credit', 'c': 0.10903314501047101}, {'h': '""Captain Fracasse', 't': 'a number', 'r': 'credit', 'c': 0.08950717747211401}, {'h': '""Captain Fracasse', 't': 'its production', 'r': 'credit', 'c': 0.089886240661144}, {'h': 'Jan Stallich', 't': 'the cinematography', 'r': 'credit', 'c': 0.07176056317985001}, {'h': 'the cinematography', 't': 'the writing', 'r': 'théophile', 'c': 0.031669455580413}, {'h': 'the cinematography', 't': 'the writing', 'r': 'Gautier', 'c': 0.033391058444976}, {'h': 'the cinematography', 't': 'the directing', 'r': 'Gance', 'c': 0.050639494322240006}, {'h': 'the writing', 't': 'the directing', 'r': 'Gance', 'c': 0.05689474008977401}, {'h': 'the cinematography', 't': 'the directing', 'r': 'Abel', 'c': 0.037219296209514}, {'h': 'the writing', 't': 'the directing', 'r': 'Abel', 'c': 0.044960644096136}, {'h': 'the cinematography', 't': 'the directing', 'r': 'théophile', 'c': 0.035110697150230005}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'credit', 'c': 0.043332755565643005}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'théophile', 'c': 0.035903109237551}, {'h': 'the cinematography', 't': 'the directing', 'r': 'Gautier', 'c': 0.033777259290218}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'Gautier', 'c': 0.035646803677082}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'Gance', 'c': 0.058974847197532}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'Abel', 'c': 0.034298202954232006}, {'h': 'Jan Stallich', 't': 'the writing', 'r': 'théophile', 'c': 0.032461867667734005}, {'h': 'Jan Stallich', 't': 'the writing', 'r': 'credit', 'c': 0.045925435610115}, {'h': 'Jan Stallich', 't': 'the writing', 'r': 'Gautier', 'c': 0.03526060283184}, {'h': 'Marcel Grignon', 't': 'the cinematography', 'r': 'credit', 'c': 0.07568433135747901}, {'h': 'Marcel Grignon', 't': 'the film', 'r': 'credit', 'c': 0.06529244780540401}]","The movie ""Captain Fracasse"" credits a number of artists for its production. Jan Stallich is credited for the cinematography, Théophile Gautier for the writing, and Abel Gance for the directing. Additionally, Marcel Grignon is also credited for the cinematography of the film."
14,"[{'h': '""Captive', 't': 'Yulia Peresild', 'r': 'feature', 'c': 0.037646483629941004}, {'h': 'The movie', 't': 'Hugo Arana', 'r': 'feature', 'c': 0.064534984529018}, {'h': 'The movie', 't': 'Yulia Peresild', 'r': 'feature', 'c': 0.052653742954134004}, {'h': 'a stellar cast', 't': 'Yulia Peresild', 'r': 'feature', 'c': 0.062111886218190006}, {'h': '""Captive', 't': 'Hugo Arana', 'r': 'feature', 'c': 0.049527725204825006}, {'h': 'a stellar cast', 't': 'David Oyelowo', 'r': 'feature', 'c': 0.05555551871657301}, {'h': 'The movie', 't': 'David Oyelowo', 'r': 'feature', 'c': 0.046097375452518005}, {'h': '""Captive', 't': 'David Oyelowo', 'r': 'feature', 'c': 0.031090116128325}, {'h': 'a stellar cast', 't': 'Hugo Arana', 'r': 'feature', 'c': 0.073993127793073}]","The movie ""Captive"" has a stellar cast featuring Hugo Arana, Yulia Peresild, and David Oyelowo. It was directed by two notable individuals, Brillante Mendoza and Mellissa Fung."
15,"[{'h': 'The movie', 't': 'several talented artists', 'r': 'Caramel', 'c': 0.07593689113855301}, {'h': 'The movie', 't': 'the work', 'r': 'feature', 'c': 0.08264225348830201}, {'h': 'The movie', 't': 'the work', 'r': 'Caramel', 'c': 0.07167324796319001}, {'h': 'The movie', 't': 'several talented artists', 'r': 'feature', 'c': 0.097232591360807}, {'h': 'Scott Storch', 't': 'the writer', 'r': 'credit', 'c': 0.096859846264123}, {'h': 'the writer', 't': 'artists', 'r': 'contribute', 'c': 0.09257217124104501}, {'h': 'Blur', 't': 'their talents', 'r': 'contribute', 'c': 0.10397649742662901}, {'h': 'Scott Storch', 't': 'their talents', 'r': 'credit', 'c': 0.06829967722296701}, {'h': 'Blur', 't': 'artists', 'r': 'contribute', 'c': 0.071480920538306}, {'h': 'Scott Storch', 't': 'their talents', 'r': 'contribute', 'c': 0.098312236368656}, {'h': 'the writer', 't': 'their talents', 'r': 'contribute', 'c': 0.12506774812936702}, {'h': 'Scott Storch', 't': 'Blur', 'r': 'credit', 'c': 0.056746635586023005}, {'h': 'Scott Storch', 't': 'artists', 'r': 'credit', 'c': 0.068060129880905}, {'h': 'Scott Storch', 't': 'artists', 'r': 'contribute', 'c': 0.06581665948033301}, {'h': 'Mitchell Froom', 't': 'a role', 'r': 'play', 'c': 0.12700890563428402}, {'h': 'Mitchell Froom', 't': 'the film', 'r': 'play', 'c': 0.07564318738877701}, {'h': 'Mitchell Froom', 't': 'the producer', 'r': 'play', 'c': 0.055638179183006}, {'h': 'Mitchell Froom', 't': 'Nadine Labaki', 'r': 'play', 'c': 0.039817112497985}, {'h': 'Mitchell Froom', 't': 'itself', 'r': 'play', 'c': 0.055030772462487006}, {'h': 'This collaboration', 't': 'the production', 'r': 'result', 'c': 0.151360284537076}, {'h': 'talent', 't': 'the production', 'r': 'result', 'c': 0.151439350098371}, {'h': 'talent', 't': 'Caramel', 'r': 'result', 'c': 0.12037729099392801}, {'h': 'This collaboration', 't': 'Caramel', 'r': 'result', 'c': 0.120298225432634}]","The movie ""Caramel"" features the work of several talented artists. Scott Storch is credited as the writer, while Blur contributed their talents as artists. Mitchell Froom also played a role as the producer, and the film itself was directed by Nadine Labaki. This collaboration of talent resulted in the production of ""Caramel""."
16,"[{'h': 'The movie', 't': 'execution', 'r': 'behind', 'c': 0.07814579829573601}, {'h': '""Caravan', 't': 'its creation', 'r': 'behind', 'c': 0.077779851853847}, {'h': 'The movie', 't': 'its creation', 'r': 'behind', 'c': 0.086212005466222}, {'h': '""Caravan', 't': 'execution', 'r': 'behind', 'c': 0.06971364468336101}, {'h': 'some talented individuals', 't': 'execution', 'r': 'behind', 'c': 0.086079400032758}, {'h': 'some talented individuals', 't': 'its creation', 'r': 'behind', 'c': 0.09414560720324501}, {'h': 'Dennis Price', 't': 'his acting abilities', 'r': 'amongst', 'c': 0.07368374615907601}, {'h': 'the cast', 't': 'his acting abilities', 'r': 'showcase', 'c': 0.08083601668477}, {'h': 'Dennis Price', 't': 'the cast', 'r': 'amongst', 'c': 0.093974210321903}, {'h': 'Dennis Price', 't': 'his acting abilities', 'r': 'showcase', 'c': 0.06590148061513901}, {'h': ""Van Morrison's involvement"", 't': 'an ""artist', 'r': 'specify', 'c': 0.055968830361962006}, {'h': ""Van Morrison's involvement"", 't': 'an ""artist', 'r': 'beyond', 'c': 0.043220927938818}, {'h': ""Van Morrison's involvement"", 't': 'an ""artist', 'r': 'label', 'c': 0.06700347363948801}]","The movie ""Caravan"" had some talented individuals behind its creation and execution. Samson Raphaelson and Sachin Bhowmick were both writers for the film. Additionally, Dennis Price was amongst the cast, showcasing his acting abilities. It is interesting to note though, that Van Morrison's involvement is not specified beyond being labeled as an ""artist""."
17,"[{'h': 'The movie ""Cargo', 't': 'the impressive array', 'r': 'evidence', 'c': 0.08007783442735601}, {'h': 'The movie ""Cargo', 't': 'the impressive array', 'r': 'behind', 'c': 0.055974576622247}, {'h': 'The movie ""Cargo', 't': 'producers', 'r': 'evidence', 'c': 0.07068084925413101}, {'h': 'The movie ""Cargo', 't': 'producers', 'r': 'behind', 'c': 0.044690489768981004}, {'h': 'a talented team', 't': 'the impressive array', 'r': 'evidence', 'c': 0.088200211524963}, {'h': 'a talented team', 't': 'the impressive array', 'r': 'behind', 'c': 0.07550733163952801}, {'h': 'a talented team', 't': 'producers', 'r': 'evidence', 'c': 0.078803226351737}, {'h': 'a talented team', 't': 'producers', 'r': 'behind', 'c': 0.064223244786262}, {'h': 'The movie ""Cargo', 't': 'a skilled director', 'r': 'evidence', 'c': 0.056062687188386}, {'h': 'The movie ""Cargo', 't': 'a skilled director', 'r': 'behind', 'c': 0.043942214921116}, {'h': 'a talented team', 't': 'a skilled director', 'r': 'behind', 'c': 0.063474969938397}, {'h': 'a talented team', 't': 'a skilled director', 'r': 'evidence', 'c': 0.06418506428599301}, {'h': 'Andrea Calderwood', 't': 'the project', 'r': 'lead', 'c': 0.072769815102219}, {'h': 'Andrea Calderwood', 't': 'its director', 'r': 'lead', 'c': 0.055019566789269}, {'h': 'Anurag Kashyap', 't': 'the project', 'r': 'lead', 'c': 0.06629668083041901}, {'h': 'Anurag Kashyap', 't': 'its director', 'r': 'lead', 'c': 0.048546432517468006}, {'h': 'board', 't': 'the project', 'r': 'lead', 'c': 0.093299943953752}, {'h': 'producers', 't': 'its director', 'r': 'lead', 'c': 0.07696048542857101}, {'h': 'producers', 't': 'the project', 'r': 'lead', 'c': 0.094710733741521}, {'h': 'board', 't': 'its director', 'r': 'lead', 'c': 0.07554969564080201}, {'h': 'François Girard', 't': 'its director', 'r': 'lead', 'c': 0.058209624141454}, {'h': 'François Girard', 't': 'the project', 'r': 'lead', 'c': 0.07595987245440401}, {'h': ""the film's plot"", 't': 'such a strong group', 'r': 'entail', 'c': 0.042231867089867}, {'h': ""the film's plot"", 't': 'artists', 'r': 'entail', 'c': 0.032826682552695004}, {'h': ""the film's plot"", 't': '""Cargo', 'r': 'entail', 'c': 0.030184349976480004}, {'h': ""the film's plot"", 't': '""Cargo', 'r': 'behind', 'c': 0.028744623064994004}, {'h': ""the film's plot"", 't': 'a promising production', 'r': 'sure', 'c': 0.034615792334079}, {'h': ""the film's plot"", 't': 'a promising production', 'r': 'behind', 'c': 0.024831822142004002}, {'h': ""the film's plot"", 't': 'a promising production', 'r': 'entail', 'c': 0.028806639835238002}, {'h': 'such a strong group', 't': 'a promising production', 'r': 'behind', 'c': 0.038536172360181004}, {'h': 'such a strong group', 't': '""Cargo', 'r': 'behind', 'c': 0.042448973283171}, {'h': 'such a strong group', 't': 'a promising production', 'r': 'sure', 'c': 0.033165995962917}, {'h': 'artists', 't': 'a promising production', 'r': 'behind', 'c': 0.046307872980833005}, {'h': 'artists', 't': 'a promising production', 'r': 'sure', 'c': 0.035468399524688006}, {'h': 'artists', 't': '""Cargo', 'r': 'behind', 'c': 0.050220673903822004}, {'h': '""Cargo', 't': 'a promising production', 'r': 'sure', 'c': 0.039219275116920006}]","The movie ""Cargo"" has a talented team behind it, as evidenced by the impressive array of producers and a skilled director. Andrea Calderwood and Anurag Kashyap are both on board as producers, while François Girard leads the project as its director. The film's cast is also noteworthy, with actors Ron Thompson and David Gulpilil both taking on starring roles. It remains to be seen what the film's plot will entail, but with such a strong group of artists behind it, ""Cargo"" is sure to be a promising production."
18,"[{'h': 'Carmen', 't': 'contributions', 'r': 'receive', 'c': 0.23532525263726703}, {'h': 'a movie', 't': 'several artists', 'r': 'receive', 'c': 0.115919858217239}, {'h': 'Carmen', 't': 'several artists', 'r': 'receive', 'c': 0.09100597910583001}, {'h': 'a movie', 't': 'contributions', 'r': 'receive', 'c': 0.260239131748676}, {'h': 'The movie', 't': 'Theda Bara', 'r': 'star', 'c': 0.11189822852611502}, {'h': 'The movie', 't': 'Rossy de Palma', 'r': 'star', 'c': 0.136877261102199}, {'h': 'The movie', 't': 'lead roles', 'r': 'star', 'c': 0.12778964079916402}, {'h': 'The movie', 't': 'Geraldine Farrar', 'r': 'star', 'c': 0.12091957405209501}, {'h': 'The movie', 't': 'Paz Vega', 'r': 'star', 'c': 0.129114620387554}, {'h': 'Cecil Arthur Lewis', 't': 'directors', 'r': 'serve', 'c': 0.161056354641914}, {'h': 'Valerie Buhagiar', 't': 'directors', 'r': 'serve', 'c': 0.159928539767861}, {'h': 'Valerie Buhagiar', 't': 'the movie', 'r': 'serve', 'c': 0.066160315647721}, {'h': 'Cecil Arthur Lewis', 't': 'the movie', 'r': 'serve', 'c': 0.067288130521774}, {'h': 'Tonino Guerra', 't': 'the screenplay', 'r': 'write', 'c': 0.184179354459047}, {'h': 'a hand', 't': 'the screenplay', 'r': 'write', 'c': 0.23170134425163202}, {'h': 'The movie', 't': 'Ubaldo Arata', 'r': 'shoot', 'c': 0.09277341701090301}, {'h': 'The movie', 't': 'cinematography', 'r': 'shoot', 'c': 0.161546938121318}, {'h': 'The information', 't': 'a number', 'r': 'suggest', 'c': 0.085439596325159}, {'h': 'The information', 't': 'Carmen', 'r': 'available', 'c': 0.10774481855332801}, {'h': 'The information', 't': 'a number', 'r': 'work', 'c': 0.049062682315707005}, {'h': 'The information', 't': 'the KG', 'r': 'available', 'c': 0.107202399522066}, {'h': 'The information', 't': 'Carmen', 'r': 'suggest', 'c': 0.09342734888195901}, {'h': 'The information', 't': 'a number', 'r': 'available', 'c': 0.104217913001775}, {'h': 'The information', 't': 'accomplished individuals', 'r': 'suggest', 'c': 0.101893603801727}, {'h': 'The information', 't': 'accomplished individuals', 'r': 'available', 'c': 0.12612486630678102}, {'h': 'The information', 't': 'various fields', 'r': 'available', 'c': 0.11663621664047201}, {'h': 'The information', 't': 'various fields', 'r': 'across', 'c': 0.08470922708511301}, {'h': 'The information', 't': 'accomplished individuals', 'r': 'work', 'c': 0.106353487819433}, {'h': 'The information', 't': 'various fields', 'r': 'suggest', 'c': 0.09041496552526901}, {'h': 'The information', 't': 'various fields', 'r': 'work', 'c': 0.063919357955455}, {'h': 'the KG', 't': 'Carmen', 'r': 'suggest', 'c': 0.067400865256786}, {'h': 'the KG', 't': 'a number', 'r': 'suggest', 'c': 0.059413112699985005}, {'h': 'the KG', 't': 'accomplished individuals', 'r': 'suggest', 'c': 0.075867120176553}, {'h': 'the KG', 't': 'a number', 'r': 'work', 'c': 0.039585396647453}, {'h': 'the KG', 't': 'accomplished individuals', 'r': 'work', 'c': 0.09687620215117901}, {'h': 'the KG', 't': 'various fields', 'r': 'across', 'c': 0.07900211680680501}, {'h': 'the KG', 't': 'various fields', 'r': 'suggest', 'c': 0.06438848190009501}, {'h': 'the KG', 't': 'various fields', 'r': 'work', 'c': 0.05444207228720101}, {'h': 'Carmen', 't': 'a number', 'r': 'work', 'c': 0.044428825378417004}, {'h': 'Carmen', 't': 'accomplished individuals', 'r': 'work', 'c': 0.101719630882143}, {'h': 'Carmen', 't': 'various fields', 'r': 'across', 'c': 0.084690310060977}, {'h': 'Carmen', 't': 'various fields', 'r': 'work', 'c': 0.05928550101816601}, {'h': 'a number', 't': 'various fields', 'r': 'across', 'c': 0.08500738628208601}, {'h': 'accomplished individuals', 't': 'various fields', 'r': 'across', 'c': 0.105848751962184}]","Carmen is a movie that has received contributions from several artists. The movie stars Rossy de Palma, Paz Vega, Geraldine Farrar and Theda Bara in lead roles. Valerie Buhagiar and Cecil Arthur Lewis served as directors for the movie. Paul Davidson, Alexandre Kamenka, and Emiliano Piedra were the producers for ""Carmen"". Tonino Guerra had a hand in writing the screenplay. The movie was shot with cinematography by Ubaldo Arata. The information available in the KG suggests that ""Carmen"" has been worked on by a number of accomplished individuals across various fields."
19,"[{'h': 'Robert Riskin', 't': 'the producers', 'r': 'serve', 'c': 0.07776961475610701}, {'h': 'Peter Svensson', 't': 'the producers', 'r': 'serve', 'c': 0.07717568334192}, {'h': 'the writers', 't': 'the producers', 'r': 'serve', 'c': 0.082866813987493}, {'h': 'the movie', 't': 'the producers', 'r': 'serve', 'c': 0.08288957923650701}, {'h': 'John Sutro', 't': 'the producers', 'r': 'serve', 'c': 0.07810351718217101}, {'h': 'Rob Fraboni', 't': 'the producers', 'r': 'serve', 'c': 0.08264213800430201}, {'h': 'The movie', 't': 'Natalie Merchant', 'r': 'star', 'c': 0.143083658069372}, {'h': 'The movie', 't': 'the artists', 'r': 'star', 'c': 0.125717988237738}, {'h': 'Yury Yakovlev', 't': 'Natalie Merchant', 'r': 'feature', 'c': 0.071773573756217}, {'h': 'The movie', 't': 'Natalie Merchant', 'r': 'feature', 'c': 0.096766110509634}, {'h': 'Yury Yakovlev', 't': 'the artists', 'r': 'feature', 'c': 0.057598851621150006}, {'h': 'The movie', 't': 'Yury Yakovlev', 'r': 'star', 'c': 0.130363905802369}, {'h': 'The movie', 't': 'the artists', 'r': 'feature', 'c': 0.082591388374567}]","""Carnival is a movie that was directed by Harley Knoles. Robert Riskin and Peter Svensson were the writers of the movie while John Sutro and Rob Fraboni served as the producers. The movie starred Yury Yakovlev and featured Natalie Merchant as one of the artists."""
21,"[{'h': 'Caroline', 't': 'Bob Young', 'r': 'collaborate', 'c': 0.07577979564666701}, {'h': 'Caroline', 't': 'Michael Spiby', 'r': 'collaborate', 'c': 0.057273108512163}, {'h': 'Caroline', 't': 'Johnette Napolitano', 'r': 'collaborate', 'c': 0.066562090069055}, {'h': 'a writer', 't': 'Michael Spiby', 'r': 'collaborate', 'c': 0.096773725003004}, {'h': 'a writer', 't': 'Bob Young', 'r': 'collaborate', 'c': 0.115280412137508}, {'h': 'a writer', 't': 'Johnette Napolitano', 'r': 'collaborate', 'c': 0.10606270655989601}, {'h': 'addition', 't': 'Arlo Parks', 'r': 'work', 'c': 0.060394402593374}, {'h': 'her writing skills', 't': 'Arlo Parks', 'r': 'work', 'c': 0.06596643105149201}, {'h': 'an artist', 't': 'Arlo Parks', 'r': 'work', 'c': 0.067666213959455}]",Carolina is a movie with Robert Young and Alessandro Nivola as its starring cast members. Rick Beato is the writer and Aaron Dessner is the producer.
22,"[{'h': 'Carousel', 't': 'several artists', 'r': 'associate', 'c': 0.09613165818154801}, {'h': 'Carousel', 't': 'different specializations', 'r': 'associate', 'c': 0.079420691356062}, {'h': 'a movie', 't': 'several artists', 'r': 'associate', 'c': 0.117696844041347}, {'h': 'a movie', 't': 'different specializations', 'r': 'associate', 'c': 0.10098587721586201}, {'h': ""The movie's cinematography"", 't': 'Robert Baberske', 'r': 'credit', 'c': 0.049337731674313004}, {'h': ""The movie's cinematography"", 't': 'both Julius Jaenzon', 'r': 'credit', 'c': 0.054303491488099}, {'h': ""The movie's cinematography"", 't': 'Rogét Chahayed', 'r': 'credit', 'c': 0.043215968646109}, {'h': ""The movie's cinematography"", 't': 'the producer', 'r': 'credit', 'c': 0.043038643896579}, {'h': ""The movie's cinematography"", 't': 'the film', 'r': 'credit', 'c': 0.054734963923692}, {'h': ""The movie's cinematography"", 't': 'the film', 'r': 'bring', 'c': 0.054783510975539004}, {'h': ""The movie's cinematography"", 't': 'life', 'r': 'credit', 'c': 0.045830866321921}, {'h': ""The movie's cinematography"", 't': 'life', 'r': 'bring', 'c': 0.030204822309315003}, {'h': 'both Julius Jaenzon', 't': 'life', 'r': 'bring', 'c': 0.028407266363501}, {'h': 'both Julius Jaenzon', 't': 'the film', 'r': 'bring', 'c': 0.052985955029726}, {'h': 'Robert Baberske', 't': 'the film', 'r': 'bring', 'c': 0.052958472631871006}, {'h': 'Robert Baberske', 't': 'life', 'r': 'bring', 'c': 0.028379783965647002}, {'h': 'Rogét Chahayed', 't': 'the film', 'r': 'bring', 'c': 0.054873172193765}, {'h': 'Rogét Chahayed', 't': 'life', 'r': 'bring', 'c': 0.030294483527541}, {'h': 'the producer', 't': 'the film', 'r': 'bring', 'c': 0.062338156625628006}, {'h': 'the producer', 't': 'life', 'r': 'bring', 'c': 0.037759467959403006}, {'h': 'Melanie Martinez', 't': 'some aspect', 'r': 'involve', 'c': 0.055382616817951}, {'h': 'Melanie Martinez', 't': 'the film', 'r': 'involve', 'c': 0.05248381942510601}, {'h': 'a renowned artist', 't': 'some aspect', 'r': 'involve', 'c': 0.069604132324457}, {'h': 'a renowned artist', 't': 'the film', 'r': 'involve', 'c': 0.066705334931612}]","Caroline is a writer who has collaborated with Bob Young, Johnette Napolitano, and Michael Spiby. In addition to her writing skills, she is also an artist and has worked with Arlo Parks."
23,"[{'h': 'a movie', 't': 'Betty Buckley', 'r': 'feature', 'c': 0.11667235568165701}, {'h': 'a movie', 't': 'an artist', 'r': 'feature', 'c': 0.10478890314698201}, {'h': 'Carrie', 't': 'an artist', 'r': 'feature', 'c': 0.094638757407665}, {'h': 'Carrie', 't': 'Betty Buckley', 'r': 'feature', 'c': 0.10652220994234}, {'h': 'Europe', 't': 'the movie', 'r': 'involve', 'c': 0.05811250023543801}, {'h': 'two artists', 't': 'the production', 'r': 'involve', 'c': 0.055755045264959}, {'h': 'Europe', 't': 'the production', 'r': 'involve', 'c': 0.061437649652361}, {'h': 'two artists', 't': 'the movie', 'r': 'involve', 'c': 0.05242989584803501}, {'h': 'Cliff Richard', 't': 'the production', 'r': 'involve', 'c': 0.053236501291394005}, {'h': 'Cliff Richard', 't': 'the movie', 'r': 'involve', 'c': 0.04991135187447}]","Carousel is a movie that has been associated with several artists of different specializations. The movie's cinematography has been credited to both Julius Jaenzon and Robert Baberske, while Rogét Chahayed is known to be the producer responsible for bringing the film to life. Furthermore, Melanie Martinez, a renowned artist, was involved in some aspect of the film. However, based on the triplet provided, the exact nature of Melanie's involvement is uncertain."
