line,tri,source
11,"[{'h': 'Calm Down', 't': 'three individuals', 'r': 'write', 'c': 0.0}, {'h': 'The song', 't': 'Rema', 'r': 'write', 'c': 0.0}, {'h': 'Calm Down', 't': 'Scoop DeVille', 'r': 'write', 'c': 0.0}, {'h': 'Calm Down', 't': 'Ella Hooper', 'r': 'write', 'c': 0.0}, {'h': 'The song', 't': 'Ella Hooper', 'r': 'write', 'c': 0.0}, {'h': 'The song', 't': 'Scoop DeVille', 'r': 'write', 'c': 0.0}, {'h': 'Calm Down', 't': 'Rema', 'r': 'write', 'c': 0.0}, {'h': 'The song', 't': 'three individuals', 'r': 'write', 'c': 0.0}, {'h': 'DeVille', 't': 'Rema', 'r': 'whereas', 'c': 0.0}, {'h': 'DeVille', 't': 'an artist', 'r': 'whereas', 'c': 0.0}, {'h': 'Hooper', 't': 'Rema', 'r': 'whereas', 'c': 0.0}, {'h': 'DeVille', 't': 'an artist', 'r': 'involve', 'c': 0.0}, {'h': 'contributors', 't': 'Rema', 'r': 'whereas', 'c': 0.0}, {'h': 'contributors', 't': 'an artist', 'r': 'whereas', 'c': 0.0}, {'h': 'writers', 't': 'Rema', 'r': 'whereas', 'c': 0.0}, {'h': 'writers', 't': 'an artist', 'r': 'whereas', 'c': 0.0}, {'h': 'contributors', 't': 'an artist', 'r': 'involve', 'c': 0.0}, {'h': 'writers', 't': 'an artist', 'r': 'involve', 'c': 0.0}, {'h': 'Hooper', 't': 'an artist', 'r': 'whereas', 'c': 0.0}, {'h': 'Rema', 't': 'an artist', 'r': 'involve', 'c': 0.0}, {'h': 'Hooper', 't': 'an artist', 'r': 'involve', 'c': 0.0}]","The song ""Calling You"" was composed by Bob Telson and produced by Fred Rose, while artist Blue October performed the piece."
13,"[{'h': 'a movie', 't': 'Haris Zambarloukos', 'r': 'co', 'c': 0.0}, {'h': 'Max Obal', 't': 'Nour Zaki', 'r': 'co', 'c': 0.0}, {'h': 'Max Obal', 't': 'Haris Zambarloukos', 'r': 'co', 'c': 0.0}, {'h': 'Camera Obscura', 't': 'the cinematography', 'r': 'co', 'c': 0.0}, {'h': 'a movie', 't': 'the cinematography', 'r': 'co', 'c': 0.0}, {'h': 'Camera Obscura', 't': 'Nour Zaki', 'r': 'co', 'c': 0.0}, {'h': 'Camera Obscura', 't': 'Haris Zambarloukos', 'r': 'co', 'c': 0.0}, {'h': 'a movie', 't': 'Nour Zaki', 'r': 'co', 'c': 0.0}, {'h': 'Max Obal', 't': 'the cinematography', 'r': 'co', 'c': 0.0}, {'h': 'Christopher Denham', 't': 'the film', 'r': 'star', 'c': 0.0}]","The song ""Calm Down"" was written by three individuals: Scoop DeVille, Ella Hooper, and Rema. DeVille and Hooper were both contributors as writers, whereas Rema was involved as an artist."
14,"[{'h': 'Camille', 't': 'Rudolph Valentino', 'r': 'star', 'c': 0.0}, {'h': 'Camille', 't': 'Robert Taylor', 'r': 'star', 'c': 0.0}, {'h': 'Camille', 't': 'Paul Capellani', 'r': 'star', 'c': 0.0}, {'h': 'Camille', 't': 'David Carradine', 'r': 'star', 'c': 0.0}, {'h': 'Camille', 't': 'Alice Gale', 'r': 'star', 'c': 0.0}, {'h': 'the title', 't': 'Alice Gale', 'r': 'star', 'c': 0.0}, {'h': 'the title', 't': 'David Carradine', 'r': 'star', 'c': 0.0}, {'h': 'the title', 't': 'Rudolph Valentino', 'r': 'star', 'c': 0.0}, {'h': 'the title', 't': 'Robert Taylor', 'r': 'star', 'c': 0.0}, {'h': 'a movie', 't': 'Alice Gale', 'r': 'star', 'c': 0.0}, {'h': 'a movie', 't': 'David Carradine', 'r': 'star', 'c': 0.0}, {'h': 'a movie', 't': 'Paul Capellani', 'r': 'star', 'c': 0.0}, {'h': 'a movie', 't': 'Robert Taylor', 'r': 'star', 'c': 0.0}, {'h': 'a movie', 't': 'Rudolph Valentino', 'r': 'star', 'c': 0.0}, {'h': 'the title', 't': 'Paul Capellani', 'r': 'star', 'c': 0.0}]","The movie ""Cameo Kirby"" had two writers, Robert N. Lee and Booth Tarkington. It also featured Robert Edeson as one of the movie's stars."
15,"[{'h': ""'Camouflage"", 't': 'appearances', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'appearances', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'two different artists', 'r': 'feature', 'c': 0.0}, {'h': ""'Camouflage"", 't': 'two different artists', 'r': 'feature', 'c': 0.0}]","Camera Obscura is a movie directed by Max Obal and co-directed by Nour Zaki, with the cinematography by Haris Zambarloukos. Christopher Denham stars in the film."
16,"[{'h': 'Enough', 't': 'Becky G', 'r': 'perform', 'c': 0.0}, {'h': 'Enough', 't': 'several artists', 'r': 'perform', 'c': 0.0}, {'h': 'Enough', 't': 'Patty Loveless', 'r': 'perform', 'c': 0.0}, {'h': 'Enough', 't': 'Bad Company', 'r': 'perform', 'c': 0.0}, {'h': 'Enough', 't': 'J. Cole', 'r': 'perform', 'c': 0.0}, {'h': 'Enough', 't': 'Supergroove', 'r': 'perform', 'c': 0.0}, {'h': 'a popular song', 't': 'several artists', 'r': 'perform', 'c': 0.0}, {'h': 'a popular song', 't': 'Becky G', 'r': 'perform', 'c': 0.0}, {'h': 'a popular song', 't': 'Bad Company', 'r': 'perform', 'c': 0.0}, {'h': 'a popular song', 't': 'Patty Loveless', 'r': 'perform', 'c': 0.0}, {'h': 'a popular song', 't': 'J. Cole', 'r': 'perform', 'c': 0.0}, {'h': 'a popular song', 't': 'Supergroove', 'r': 'perform', 'c': 0.0}, {'h': ""The song's lyrics"", 't': 'Brett Anderson', 'r': 'write', 'c': 0.0}]","Camille is the title of a movie that stars Robert Taylor, Rudolph Valentino, David Carradine, Alice Gale, and Paul Capellani. The producer of the movie was Joseph M. Schenck."
17,"[{'h': 'a song', 't': 'both Rodney Jerkins', 'r': 'produce', 'c': 0.0}, {'h': 'a song', 't': 'Maurice White', 'r': 'produce', 'c': 0.0}, {'h': 'The song', 't': 'the vocal talents', 'r': 'feature', 'c': 0.0}, {'h': 'The song', 't': 'both Anthony Hamilton', 'r': 'feature', 'c': 0.0}, {'h': 'The song', 't': 'Lucinda Williams', 'r': 'feature', 'c': 0.0}, {'h': 'The lyrics', 't': 'Walter Afanasieff', 'r': 'write', 'c': 0.0}]","The movie 'Camouflage' features appearances by two different artists: Brad Paisley and Stan Ridgway. In addition, the film was directed by Krzysztof Zanussi."
18,"[{'h': 'The movie', 't': 'an impressive team', 'r': 'stop', 'c': 0.0}, {'h': 'The movie', 't': 'an impressive team', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'artists', 'r': 'stop', 'c': 0.0}, {'h': 'The movie', 't': 'artists', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'its production', 'r': 'stop', 'c': 0.0}, {'h': 'The movie', 't': 'its production', 'r': 'boast', 'c': 0.0}, {'h': 'The movie', 't': 'its production', 'r': 'contribute', 'c': 0.0}, {'h': 'The movie', 't': 'industry professionals', 'r': 'stop', 'c': 0.0}, {'h': 'The movie', 't': 'industry professionals', 'r': 'boast', 'c': 0.0}, {'h': 'an impressive team', 't': 'its production', 'r': 'contribute', 'c': 0.0}, {'h': 'industry professionals', 't': 'its production', 'r': 'contribute', 'c': 0.0}, {'h': 'artists', 't': 'its production', 'r': 'contribute', 'c': 0.0}, {'h': 'the renowned music producer Rick Rubin', 't': 'the script', 'r': 'work', 'c': 0.0}, {'h': 'the movie', 't': 'the Grammy-winning songwriter Babyface', 'r': 'produce', 'c': 0.0}, {'h': 'the movie', 't': 'the renowned music producer Rick Rubin', 'r': 'produce', 'c': 0.0}, {'h': 'the movie', 't': 'the script', 'r': 'produce', 'c': 0.0}, {'h': 'the movie', 't': 'the script', 'r': 'work', 'c': 0.0}, {'h': 'the Grammy-winning songwriter Babyface', 't': 'the script', 'r': 'work', 'c': 0.0}, {'h': 'the movie', 't': 'the talented musicians', 'r': 'feature', 'c': 0.0}, {'h': 'the talented musicians', 't': 'their unique sound', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'the talented musicians', 't': 'their unique sound', 'r': 'add', 'c': 0.0}, {'h': 'the movie', 't': 'style', 'r': 'feature', 'c': 0.0}, {'h': 'the movie', 't': ""the film's soundtrack"", 'r': 'undoubtedly', 'c': 0.0}, {'h': 'the movie', 't': 'style', 'r': 'add', 'c': 0.0}, {'h': 'the movie', 't': 'their unique sound', 'r': 'feature', 'c': 0.0}, {'h': 'the movie', 't': ""the film's soundtrack"", 'r': 'add', 'c': 0.0}, {'h': 'the movie', 't': ""the film's soundtrack"", 'r': 'feature', 'c': 0.0}, {'h': 'the movie', 't': 'style', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'the movie', 't': 'their unique sound', 'r': 'add', 'c': 0.0}, {'h': 'the movie', 't': 'their unique sound', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'the movie', 't': 'CNBLUE', 'r': 'feature', 'c': 0.0}, {'h': 'the talented musicians', 't': 'style', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'the talented musicians', 't': 'style', 'r': 'add', 'c': 0.0}, {'h': 'the talented musicians', 't': ""the film's soundtrack"", 'r': 'undoubtedly', 'c': 0.0}, {'h': 'the talented musicians', 't': ""the film's soundtrack"", 'r': 'add', 'c': 0.0}, {'h': 'CNBLUE', 't': 'their unique sound', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'CNBLUE', 't': 'their unique sound', 'r': 'add', 'c': 0.0}, {'h': 'CNBLUE', 't': ""the film's soundtrack"", 'r': 'undoubtedly', 'c': 0.0}, {'h': 'CNBLUE', 't': ""the film's soundtrack"", 'r': 'add', 'c': 0.0}, {'h': 'CNBLUE', 't': 'style', 'r': 'undoubtedly', 'c': 0.0}, {'h': 'CNBLUE', 't': 'style', 'r': 'add', 'c': 0.0}, {'h': 'a hit', 't': 'music', 'r': 'among', 'c': 0.0}, {'h': 'a hit', 't': 'cinema', 'r': 'among', 'c': 0.0}, {'h': 'a hit', 't': 'fans', 'r': 'among', 'c': 0.0}]","""Can't Get Enough"" is a popular song that has been performed by several artists, including Becky G, Patty Loveless, Bad Company, J. Cole, and Supergroove. The song's lyrics were written by Brett Anderson."
19,"[{'h': 'You', 't': 'Tony Visconti', 'r': 'hear', 'c': 0.0}, {'h': 'The movie', 't': 'Me', 'r': 'hear', 'c': 0.0}, {'h': 'The movie', 't': 'two producers', 'r': '?', 'c': 0.0}, {'h': 'The movie', 't': 'two producers', 'r': 'hear', 'c': 0.0}, {'h': 'You', 't': 'Tony Visconti', 'r': '?', 'c': 0.0}, {'h': 'You', 't': 'Jon Hume', 'r': 'hear', 'c': 0.0}, {'h': 'You', 't': 'Segun Akinola', 'r': 'hear', 'c': 0.0}, {'h': 'You', 't': 'Jon Hume', 'r': '?', 'c': 0.0}, {'h': 'You', 't': 'Segun Akinola', 'r': '?', 'c': 0.0}, {'h': 'You', 't': 'Segun Akinola', 'r': 'compose', 'c': 0.0}, {'h': 'Me', 't': 'Jon Hume', 'r': '?', 'c': 0.0}, {'h': 'The movie', 't': 'Jon Hume', 'r': 'hear', 'c': 0.0}, {'h': 'The movie', 't': 'Jon Hume', 'r': '?', 'c': 0.0}, {'h': 'Me', 't': 'Tony Visconti', 'r': '?', 'c': 0.0}, {'h': 'Me', 't': 'Segun Akinola', 'r': '?', 'c': 0.0}, {'h': 'Me', 't': 'two producers', 'r': '?', 'c': 0.0}, {'h': 'Me', 't': 'Segun Akinola', 'r': 'compose', 'c': 0.0}, {'h': 'two producers', 't': 'Segun Akinola', 'r': 'compose', 'c': 0.0}, {'h': 'You', 't': 'two producers', 'r': 'hear', 'c': 0.0}, {'h': 'You', 't': 'Me', 'r': 'hear', 'c': 0.0}, {'h': 'You', 't': 'two producers', 'r': '?', 'c': 0.0}, {'h': 'The movie', 't': 'Segun Akinola', 'r': '?', 'c': 0.0}, {'h': 'The movie', 't': 'Segun Akinola', 'r': 'hear', 'c': 0.0}, {'h': 'The movie', 't': 'Segun Akinola', 'r': 'compose', 'c': 0.0}, {'h': 'The movie', 't': 'Tony Visconti', 'r': 'hear', 'c': 0.0}, {'h': 'The movie', 't': 'Tony Visconti', 'r': '?', 'c': 0.0}, {'h': 'Tony Visconti', 't': 'Segun Akinola', 'r': 'compose', 'c': 0.0}, {'h': 'Jon Hume', 't': 'Segun Akinola', 'r': 'compose', 'c': 0.0}]","""Can't Let Go"" is a song that was produced by both Rodney Jerkins and Maurice White. The song features the vocal talents of both Anthony Hamilton and Lucinda Williams. The lyrics were written by Walter Afanasieff."
20,"[{'h': 'a movie', 't': 'accomplished cinematographer Giuseppe Rotunno', 'r': 'feature', 'c': 0.0}, {'h': 'Candy', 't': 'accomplished cinematographer Giuseppe Rotunno', 'r': 'feature', 'c': 0.0}, {'h': 'Candy', 't': 'Don', 'r': 'produce', 'c': 0.0}, {'h': 'Candy', 't': 'Rodney Jerkins', 'r': 'produce', 'c': 0.0}, {'h': 'Candy', 't': 'its composer', 'r': 'produce', 'c': 0.0}]","The movie ""Can't Stop"" boasts an impressive team of artists and industry professionals who contributed to its production. In particular, the movie was produced by the renowned music producer Rick Rubin, and the Grammy-winning songwriter Babyface worked on the script. Additionally, the movie features the talented musicians of CNBLUE, who undoubtedly added their unique sound and style to the film's soundtrack. ""Can't Stop"" is sure to be a hit among fans of music and cinema alike."
21,"[{'h': 'a horror movie', 't': 'David Klein', 'r': 'feature', 'c': 0.0}, {'h': 'Candyman', 't': 'David Klein', 'r': 'feature', 'c': 0.0}, {'h': 'a horror movie', 't': 'Colman Domingo', 'r': 'feature', 'c': 0.0}, {'h': 'a horror movie', 't': 'the lead roles', 'r': 'feature', 'c': 0.0}, {'h': 'a horror movie', 't': 'Virginia Madsen', 'r': 'feature', 'c': 0.0}, {'h': 'Candyman', 't': 'Colman Domingo', 'r': 'feature', 'c': 0.0}, {'h': 'Candyman', 't': 'Virginia Madsen', 'r': 'feature', 'c': 0.0}, {'h': 'Candyman', 't': 'the lead roles', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Linda Perry', 'r': 'produce', 'c': 0.0}, {'h': 'The movie', 't': 'Siouxsie Sioux', 'r': 'produce', 'c': 0.0}, {'h': 'Linda Perry', 't': 'Siouxsie Sioux', 'r': 'write', 'c': 0.0}, {'h': 'the screenplay', 't': 'Siouxsie Sioux', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'Siouxsie Sioux', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'the screenplay', 'r': 'produce', 'c': 0.0}]","The movie ""Can You Hear Me?"" has two producers, Jon Hume and Tony Visconti, and was composed by Segun Akinola."
22,"[{'h': 'The film', 't': 'Antonio de la Torre', 'r': 'feature', 'c': 0.0}, {'h': 'The film', 't': 'two main actors', 'r': 'feature', 'c': 0.0}, {'h': 'The film', 't': 'significant roles', 'r': 'play', 'c': 0.0}, {'h': 'The film', 't': 'Eric Godon', 'r': 'feature', 'c': 0.0}, {'h': 'two main actors', 't': 'significant roles', 'r': 'play', 'c': 0.0}, {'h': 'The film', 't': 'significant roles', 'r': 'feature', 'c': 0.0}, {'h': 'Eric Godon', 't': 'significant roles', 'r': 'play', 'c': 0.0}, {'h': 'Antonio de la Torre', 't': 'significant roles', 'r': 'play', 'c': 0.0}, {'h': 'Pebe Sebert', 't': 'audiences', 'r': 'behind', 'c': 0.0}, {'h': 'Pebe Sebert', 't': 'audiences', 'r': 'provide', 'c': 0.0}, {'h': 'the writer', 't': 'the storyline', 'r': 'provide', 'c': 0.0}, {'h': 'this intriguing movie', 't': 'the storyline', 'r': 'provide', 'c': 0.0}, {'h': 'the writer', 't': 'this intriguing movie', 'r': 'behind', 'c': 0.0}, {'h': 'this intriguing movie', 't': 'audiences', 'r': 'provide', 'c': 0.0}, {'h': 'the writer', 't': 'the storyline', 'r': 'behind', 'c': 0.0}, {'h': 'Pebe Sebert', 't': 'audiences', 'r': 'captivate', 'c': 0.0}, {'h': 'Pebe Sebert', 't': 'this intriguing movie', 'r': 'behind', 'c': 0.0}, {'h': 'this intriguing movie', 't': 'audiences', 'r': 'captivate', 'c': 0.0}, {'h': 'the storyline', 't': 'audiences', 'r': 'captivate', 'c': 0.0}, {'h': 'the writer', 't': 'audiences', 'r': 'behind', 'c': 0.0}, {'h': 'the writer', 't': 'audiences', 'r': 'provide', 'c': 0.0}, {'h': 'the writer', 't': 'audiences', 'r': 'captivate', 'c': 0.0}, {'h': 'Pebe Sebert', 't': 'the storyline', 'r': 'behind', 'c': 0.0}, {'h': 'Pebe Sebert', 't': 'the storyline', 'r': 'provide', 'c': 0.0}]","Candy is a movie that features accomplished cinematographer Giuseppe Rotunno. The movie has a diverse cast of artists including Cameo, H.O.T, Paolo Nutini, Jessica Sutta, Ken Hirai, Doja Cat, and Koda Kumi. The movie's writers include Dave Katz, Pharrell Williams, Maurice Starr, Viktoria Hansen, Luke Davies, Burt Bacharach, and Gary Barlow. Candy was produced by Don Was and its composer is Rodney Jerkins."
23,"[{'h': 'Cannonball', 't': 'multiple artists', 'r': 'feature', 'c': 0.0}, {'h': 'Cannonball', 't': 'Lee Hazlewood', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'multiple artists', 'r': 'feature', 'c': 0.0}, {'h': 'Cannonball', 't': 'Benny Blanco', 'r': 'feature', 'c': 0.0}, {'h': 'Cannonball', 't': 'Lee Hazlewood', 'r': 'feature', 'c': 0.0}, {'h': 'Cannonball', 't': 'Benny Blanco', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'Benny Blanco', 'r': 'feature', 'c': 0.0}, {'h': 'a movie', 't': 'Benny Blanco', 'r': 'produce', 'c': 0.0}, {'h': 'multiple artists', 't': 'Lee Hazlewood', 'r': 'produce', 'c': 0.0}, {'h': 'multiple artists', 't': 'Benny Blanco', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'Lee Hazlewood', 'r': 'feature', 'c': 0.0}, {'h': 'a movie', 't': 'Lee Hazlewood', 'r': 'produce', 'c': 0.0}, {'h': 'The movie', 't': 'Rick Davies', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'Bill McKinney', 'r': 'star', 'c': 0.0}, {'h': 'Bill McKinney', 't': 'Rick Davies', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'Rick Davies', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'X Ambassadors', 'r': 'write', 'c': 0.0}, {'h': 'Bill McKinney', 't': 'X Ambassadors', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'X Ambassadors', 'r': 'star', 'c': 0.0}, {'h': 'The Breeders', 't': 'the movie', 'r': 'feature', 'c': 0.0}, {'h': 'Justin Prime', 't': 'the movie', 'r': 'feature', 'c': 0.0}, {'h': 'Little Mix', 't': 'the movie', 'r': 'feature', 'c': 0.0}, {'h': 'Justin Prime', 't': 'artists', 'r': 'feature', 'c': 0.0}, {'h': 'The Breeders', 't': 'artists', 'r': 'feature', 'c': 0.0}, {'h': 'Little Mix', 't': 'artists', 'r': 'feature', 'c': 0.0}]","Candyman is a horror movie that features Virginia Madsen, David Klein, and Colman Domingo in the lead roles. The movie was produced by Linda Perry and the screenplay was written by Siouxsie Sioux."
24,"[{'h': 'The movie ""Caprice', 't': 'a star-studded cast', 'r': 'feature', 'c': 0.0}, {'h': 'The movie ""Caprice', 't': 'Virginie Efira', 'r': 'feature', 'c': 0.0}, {'h': 'The movie ""Caprice', 't': 'Mary Pickford', 'r': 'feature', 'c': 0.0}, {'h': 'The movie ""Caprice', 't': 'Richard Harris', 'r': 'feature', 'c': 0.0}]","The movie 'Cannibal' has an impressive production team with Blake Mills as the producer. The film features two main actors, Antonio de la Torre and Eric Godon, who play significant roles alongside each other. Pebe Sebert is the writer behind this intriguing movie, providing the storyline that has captivated audiences."
26,"[{'h': '""Captain Blood', 't': 'a notable cast', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'a notable cast', 'r': 'feature', 'c': 0.0}, {'h': 'The screenplay', 't': 'David Smith', 'r': 'write', 'c': 0.0}, {'h': 'The screenplay', 't': 'Casey Robinson', 'r': 'write', 'c': 0.0}, {'h': 'The screenplay', 't': 'the direction', 'r': 'write', 'c': 0.0}, {'h': 'The film', 't': 'Jean-Michel Jarre', 'r': 'star', 'c': 0.0}, {'h': 'The film', 't': 'the captivating musical score', 'r': 'star', 'c': 0.0}, {'h': 'the captivating musical score', 't': 'Jean-Michel Jarre', 'r': 'compose', 'c': 0.0}, {'h': 'The film', 't': 'André Bourvil', 'r': 'star', 'c': 0.0}, {'h': 'André Bourvil', 't': 'Jean-Michel Jarre', 'r': 'compose', 'c': 0.0}, {'h': 'The film', 't': 'Jean-Michel Jarre', 'r': 'compose', 'c': 0.0}]","Cannonball is a movie that features multiple artists and was produced by Benny Blanco and Lee Hazlewood. The movie stars Bill McKinney and was written by Rick Davies and X Ambassadors. Little Mix, The Breeders, and Justin Prime are also featured in the movie as artists."
28,"[{'h': 'Brillante Mendoza', 't': 'their vision', 'r': 'showcase', 'c': 0.0}, {'h': 'Mellissa Fung', 't': 'the film', 'r': 'throughout', 'c': 0.0}, {'h': 'their vision', 't': 'the film', 'r': 'throughout', 'c': 0.0}, {'h': 'Mellissa Fung', 't': 'style', 'r': 'showcase', 'c': 0.0}, {'h': 'Brillante Mendoza', 't': 'the film', 'r': 'throughout', 'c': 0.0}, {'h': 'Brillante Mendoza', 't': 'the film', 'r': 'showcase', 'c': 0.0}, {'h': 'Mellissa Fung', 't': 'their vision', 'r': 'showcase', 'c': 0.0}, {'h': 'Mellissa Fung', 't': 'the film', 'r': 'showcase', 'c': 0.0}, {'h': 'style', 't': 'the film', 'r': 'throughout', 'c': 0.0}, {'h': 'Brillante Mendoza', 't': 'style', 'r': 'showcase', 'c': 0.0}, {'h': 'Both directors', 't': 'unique perspectives', 'r': 'bring', 'c': 0.0}, {'h': 'Both directors', 't': 'a compelling and captivating story', 'r': 'create', 'c': 0.0}, {'h': 'unique perspectives', 't': 'a compelling and captivating story', 'r': 'create', 'c': 0.0}, {'h': 'Both directors', 't': 'the project', 'r': 'bring', 'c': 0.0}, {'h': 'Both directors', 't': 'a compelling and captivating story', 'r': 'bring', 'c': 0.0}, {'h': 'Both directors', 't': 'viewers', 'r': 'create', 'c': 0.0}, {'h': 'Both directors', 't': 'their seats', 'r': 'bring', 'c': 0.0}, {'h': 'Both directors', 't': 'viewers', 'r': 'bring', 'c': 0.0}, {'h': 'Both directors', 't': 'viewers', 'r': 'keep', 'c': 0.0}, {'h': 'Both directors', 't': 'the edge', 'r': 'create', 'c': 0.0}, {'h': 'Both directors', 't': 'their seats', 'r': 'keep', 'c': 0.0}, {'h': 'Both directors', 't': 'their seats', 'r': 'create', 'c': 0.0}, {'h': 'Both directors', 't': 'the edge', 'r': 'bring', 'c': 0.0}, {'h': 'unique perspectives', 't': 'viewers', 'r': 'keep', 'c': 0.0}, {'h': 'Both directors', 't': 'the edge', 'r': 'keep', 'c': 0.0}, {'h': 'unique perspectives', 't': 'viewers', 'r': 'create', 'c': 0.0}, {'h': 'unique perspectives', 't': 'their seats', 'r': 'create', 'c': 0.0}, {'h': 'unique perspectives', 't': 'the edge', 'r': 'create', 'c': 0.0}, {'h': 'unique perspectives', 't': 'the edge', 'r': 'keep', 'c': 0.0}, {'h': 'the project', 't': 'a compelling and captivating story', 'r': 'create', 'c': 0.0}, {'h': 'the project', 't': 'viewers', 'r': 'keep', 'c': 0.0}, {'h': 'the project', 't': 'the edge', 'r': 'create', 'c': 0.0}, {'h': 'the project', 't': 'viewers', 'r': 'create', 'c': 0.0}, {'h': 'unique perspectives', 't': 'their seats', 'r': 'keep', 'c': 0.0}, {'h': 'the project', 't': 'the edge', 'r': 'keep', 'c': 0.0}, {'h': 'a compelling and captivating story', 't': 'the edge', 'r': 'keep', 'c': 0.0}, {'h': 'the project', 't': 'their seats', 'r': 'create', 'c': 0.0}, {'h': 'the project', 't': 'their seats', 'r': 'keep', 'c': 0.0}, {'h': 'a compelling and captivating story', 't': 'viewers', 'r': 'keep', 'c': 0.0}, {'h': 'a compelling and captivating story', 't': 'their seats', 'r': 'keep', 'c': 0.0}, {'h': 'a must-see film', 't': 'masterful directing', 'r': 'interested', 'c': 0.0}, {'h': 'anyone', 't': 'powerful performances', 'r': 'interested', 'c': 0.0}, {'h': 'anyone', 't': 'masterful directing', 'r': 'interested', 'c': 0.0}, {'h': 'a must-see film', 't': 'powerful performances', 'r': 'interested', 'c': 0.0}, {'h': 'Captive', 't': 'powerful performances', 'r': 'interested', 'c': 0.0}, {'h': 'Captive', 't': 'masterful directing', 'r': 'interested', 'c': 0.0}]","The movie ""Caprice"" features a star-studded cast including Richard Harris, Virginie Efira, and Mary Pickford."
