line,tri,source
10,"[{'h': 'Cannibal', 't': 'Blake Mills', 'r': 'produce', 'c': 0.0}, {'h': 'a movie', 't': 'Blake Mills', 'r': 'produce', 'c': 0.0}, {'h': 'Cannibal', 't': 'Pebe Sebert', 'r': 'write', 'c': 0.0}, {'h': 'Cannibal', 't': 'Pebe Sebert', 'r': 'produce', 'c': 0.0}, {'h': 'Blake Mills', 't': 'Pebe Sebert', 'r': 'write', 'c': 0.0}, {'h': 'a movie', 't': 'Pebe Sebert', 'r': 'write', 'c': 0.0}, {'h': 'a movie', 't': 'Pebe Sebert', 'r': 'produce', 'c': 0.0}, {'h': 'The movie', 't': 'Antonio de la Torre', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'roles', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Eric Godon', 'r': 'feature', 'c': 0.0}, {'h': 'Eric Godon', 't': 'roles', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'roles', 'r': 'star', 'c': 0.0}, {'h': 'Antonio de la Torre', 't': 'roles', 'r': 'star', 'c': 0.0}]",Cannibal is a movie that was produced by Blake Mills and written by Pebe Sebert. The movie features Antonio de la Torre and Eric Godon in starring roles.
11,"[{'h': 'Little Mix', 't': 'the artists', 'r': 'among', 'c': 0.0}, {'h': 'The cast', 't': 'the film', 'r': 'feature', 'c': 0.0}, {'h': 'The cast', 't': 'the film', 'r': 'among', 'c': 0.0}, {'h': 'Little Mix', 't': 'the film', 'r': 'feature', 'c': 0.0}, {'h': 'Little Mix', 't': 'the film', 'r': 'among', 'c': 0.0}, {'h': 'Bill McKinney', 't': 'the film', 'r': 'feature', 'c': 0.0}, {'h': 'Bill McKinney', 't': 'the film', 'r': 'among', 'c': 0.0}, {'h': 'Bill McKinney', 't': 'the artists', 'r': 'among', 'c': 0.0}, {'h': 'The cast', 't': 'the artists', 'r': 'among', 'c': 0.0}, {'h': 'The Breeders', 't': 'the artists', 'r': 'among', 'c': 0.0}, {'h': 'The Breeders', 't': 'the film', 'r': 'among', 'c': 0.0}, {'h': 'The Breeders', 't': 'the film', 'r': 'feature', 'c': 0.0}, {'h': 'the artists', 't': 'the film', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'X Ambassadors', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'Rick Davies', 'r': 'write', 'c': 0.0}, {'h': 'an artist', 't': 'the production', 'r': 'involve', 'c': 0.0}, {'h': 'Justin Prime', 't': 'an artist', 'r': 'list', 'c': 0.0}, {'h': 'Justin Prime', 't': 'the production', 'r': 'list', 'c': 0.0}, {'h': 'Justin Prime', 't': 'the production', 'r': 'involve', 'c': 0.0}]","The movie ""Cannonball"" has a talented production team including Benny Blanco and Lee Hazlewood as producers. The cast includes Bill McKinney, and Little Mix and The Breeders are among the artists featured in the film. The movie was written by Rick Davies and X Ambassadors. Additionally, Justin Prime is also listed as an artist involved in the production."
12,"[{'h': 'The movie', 't': 'talented artists', 'r': 'feature', 'c': 0.0}, {'h': 'Captain Blood', 't': 'its creation', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'its creation', 'r': 'feature', 'c': 0.0}, {'h': 'Captain Blood', 't': 'talented artists', 'r': 'feature', 'c': 0.0}, {'h': 'Casey Robinson', 't': ""the director's helm"", 'r': 'behind', 'c': 0.0}, {'h': 'Casey Robinson', 't': ""the story's development"", 'r': 'behind', 'c': 0.0}, {'h': 'Casey Robinson', 't': 'David Smith', 'r': 'behind', 'c': 0.0}, {'h': 'the writer', 't': 'David Smith', 'r': 'behind', 'c': 0.0}, {'h': 'the writer', 't': ""the director's helm"", 'r': 'behind', 'c': 0.0}, {'h': 'the writer', 't': ""the story's development"", 'r': 'behind', 'c': 0.0}, {'h': 'composer Jean-Michel Jarre', 't': ""the film's score"", 'r': 'work', 'c': 0.0}, {'h': 'viewers', 't': ""the film's score"", 'r': 'work', 'c': 0.0}, {'h': 'the mood', 't': ""the film's score"", 'r': 'work', 'c': 0.0}, {'h': 'the movie', 't': 'a captivating and engaging experience', 'r': 'offer', 'c': 0.0}, {'h': 'the remarkable talents', 't': 'its production', 'r': 'behind', 'c': 0.0}, {'h': 'the movie', 't': 'a captivating and engaging experience', 'r': 'promise', 'c': 0.0}, {'h': 'the movie', 't': 'its production', 'r': 'promise', 'c': 0.0}, {'h': 'a captivating and engaging experience', 't': 'its production', 'r': 'behind', 'c': 0.0}, {'h': 'the movie', 't': 'the remarkable talents', 'r': 'promise', 'c': 0.0}, {'h': 'the movie', 't': 'the remarkable talents', 'r': 'offer', 'c': 0.0}, {'h': 'the movie', 't': 'its production', 'r': 'offer', 'c': 0.0}, {'h': 'the movie', 't': 'its production', 'r': 'behind', 'c': 0.0}]","The movie ""Captain Blood"" features talented artists for its creation. Casey Robinson is the writer behind the story's development, while David Smith takes the director's helm. To set the mood for viewers, composer Jean-Michel Jarre works on the film's score. French actor André Bourvil is also part of the film, taking on one of the starring roles. Overall, the movie promises to offer a captivating and engaging experience with the remarkable talents behind its production."
13,"[{'h': '""Captain Fracasse', 't': 'a number', 'r': 'credit', 'c': 0.0}, {'h': 'The movie', 't': 'its production', 'r': 'credit', 'c': 0.0}, {'h': '""Captain Fracasse', 't': 'artists', 'r': 'credit', 'c': 0.0}, {'h': 'The movie', 't': 'artists', 'r': 'credit', 'c': 0.0}, {'h': 'The movie', 't': 'a number', 'r': 'credit', 'c': 0.0}, {'h': '""Captain Fracasse', 't': 'its production', 'r': 'credit', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'théophile', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'Abel', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the cinematography', 'r': 'credit', 'c': 0.0}, {'h': 'the cinematography', 't': 'the writing', 'r': 'théophile', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'Gance', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the writing', 'r': 'théophile', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'credit', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the writing', 'r': 'credit', 'c': 0.0}, {'h': 'the cinematography', 't': 'the directing', 'r': 'Abel', 'c': 0.0}, {'h': 'the cinematography', 't': 'the writing', 'r': 'Gautier', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the writing', 'r': 'Gautier', 'c': 0.0}, {'h': 'Jan Stallich', 't': 'the directing', 'r': 'Gautier', 'c': 0.0}, {'h': 'the writing', 't': 'the directing', 'r': 'Gance', 'c': 0.0}, {'h': 'the cinematography', 't': 'the directing', 'r': 'Gautier', 'c': 0.0}, {'h': 'the writing', 't': 'the directing', 'r': 'Abel', 'c': 0.0}, {'h': 'the cinematography', 't': 'the directing', 'r': 'théophile', 'c': 0.0}, {'h': 'the cinematography', 't': 'the directing', 'r': 'Gance', 'c': 0.0}, {'h': 'Marcel Grignon', 't': 'the cinematography', 'r': 'credit', 'c': 0.0}, {'h': 'Marcel Grignon', 't': 'the film', 'r': 'credit', 'c': 0.0}]","The movie ""Captain Fracasse"" credits a number of artists for its production. Jan Stallich is credited for the cinematography, Théophile Gautier for the writing, and Abel Gance for the directing. Additionally, Marcel Grignon is also credited for the cinematography of the film."
14,"[{'h': 'The movie', 't': 'David Oyelowo', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Yulia Peresild', 'r': 'feature', 'c': 0.0}, {'h': '""Captive', 't': 'Hugo Arana', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Hugo Arana', 'r': 'feature', 'c': 0.0}, {'h': 'a stellar cast', 't': 'Yulia Peresild', 'r': 'feature', 'c': 0.0}, {'h': 'a stellar cast', 't': 'David Oyelowo', 'r': 'feature', 'c': 0.0}, {'h': '""Captive', 't': 'Yulia Peresild', 'r': 'feature', 'c': 0.0}, {'h': '""Captive', 't': 'David Oyelowo', 'r': 'feature', 'c': 0.0}, {'h': 'a stellar cast', 't': 'Hugo Arana', 'r': 'feature', 'c': 0.0}]","The movie ""Captive"" has a stellar cast featuring Hugo Arana, Yulia Peresild, and David Oyelowo. It was directed by two notable individuals, Brillante Mendoza and Mellissa Fung."
15,"[{'h': 'The movie', 't': 'several talented artists', 'r': 'Caramel', 'c': 0.0}, {'h': 'The movie', 't': 'the work', 'r': 'Caramel', 'c': 0.0}, {'h': 'The movie', 't': 'the work', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'several talented artists', 'r': 'feature', 'c': 0.0}, {'h': 'Scott Storch', 't': 'their talents', 'r': 'credit', 'c': 0.0}, {'h': 'Scott Storch', 't': 'the writer', 'r': 'credit', 'c': 0.0}, {'h': 'Scott Storch', 't': 'their talents', 'r': 'contribute', 'c': 0.0}, {'h': 'Scott Storch', 't': 'Blur', 'r': 'credit', 'c': 0.0}, {'h': 'Scott Storch', 't': 'artists', 'r': 'credit', 'c': 0.0}, {'h': 'Scott Storch', 't': 'artists', 'r': 'contribute', 'c': 0.0}, {'h': 'the writer', 't': 'their talents', 'r': 'contribute', 'c': 0.0}, {'h': 'Blur', 't': 'artists', 'r': 'contribute', 'c': 0.0}, {'h': 'the writer', 't': 'artists', 'r': 'contribute', 'c': 0.0}, {'h': 'Blur', 't': 'their talents', 'r': 'contribute', 'c': 0.0}, {'h': 'Mitchell Froom', 't': 'a role', 'r': 'play', 'c': 0.0}, {'h': 'Mitchell Froom', 't': 'the film', 'r': 'play', 'c': 0.0}, {'h': 'Mitchell Froom', 't': 'the producer', 'r': 'play', 'c': 0.0}, {'h': 'Mitchell Froom', 't': 'Nadine Labaki', 'r': 'play', 'c': 0.0}, {'h': 'Mitchell Froom', 't': 'itself', 'r': 'play', 'c': 0.0}, {'h': 'This collaboration', 't': 'Caramel', 'r': 'result', 'c': 0.0}, {'h': 'This collaboration', 't': 'the production', 'r': 'result', 'c': 0.0}, {'h': 'talent', 't': 'the production', 'r': 'result', 'c': 0.0}, {'h': 'talent', 't': 'Caramel', 'r': 'result', 'c': 0.0}]","The movie ""Caramel"" features the work of several talented artists. Scott Storch is credited as the writer, while Blur contributed their talents as artists. Mitchell Froom also played a role as the producer, and the film itself was directed by Nadine Labaki. This collaboration of talent resulted in the production of ""Caramel""."
16,"[{'h': '""Caravan', 't': 'its creation', 'r': 'behind', 'c': 0.0}, {'h': 'some talented individuals', 't': 'its creation', 'r': 'behind', 'c': 0.0}, {'h': 'The movie', 't': 'its creation', 'r': 'behind', 'c': 0.0}, {'h': 'some talented individuals', 't': 'execution', 'r': 'behind', 'c': 0.0}, {'h': '""Caravan', 't': 'execution', 'r': 'behind', 'c': 0.0}, {'h': 'The movie', 't': 'execution', 'r': 'behind', 'c': 0.0}, {'h': 'Dennis Price', 't': 'the cast', 'r': 'amongst', 'c': 0.0}, {'h': 'Dennis Price', 't': 'his acting abilities', 'r': 'showcase', 'c': 0.0}, {'h': 'the cast', 't': 'his acting abilities', 'r': 'showcase', 'c': 0.0}, {'h': 'Dennis Price', 't': 'his acting abilities', 'r': 'amongst', 'c': 0.0}, {'h': ""Van Morrison's involvement"", 't': 'an ""artist', 'r': 'specify', 'c': 0.0}, {'h': ""Van Morrison's involvement"", 't': 'an ""artist', 'r': 'beyond', 'c': 0.0}, {'h': ""Van Morrison's involvement"", 't': 'an ""artist', 'r': 'label', 'c': 0.0}]","The movie ""Caravan"" had some talented individuals behind its creation and execution. Samson Raphaelson and Sachin Bhowmick were both writers for the film. Additionally, Dennis Price was amongst the cast, showcasing his acting abilities. It is interesting to note though, that Van Morrison's involvement is not specified beyond being labeled as an ""artist""."
17,"[{'h': 'The movie ""Cargo', 't': 'the impressive array', 'r': 'evidence', 'c': 0.0}, {'h': 'The movie ""Cargo', 't': 'the impressive array', 'r': 'behind', 'c': 0.0}, {'h': 'The movie ""Cargo', 't': 'producers', 'r': 'behind', 'c': 0.0}, {'h': 'The movie ""Cargo', 't': 'producers', 'r': 'evidence', 'c': 0.0}, {'h': 'The movie ""Cargo', 't': 'a skilled director', 'r': 'behind', 'c': 0.0}, {'h': 'The movie ""Cargo', 't': 'a skilled director', 'r': 'evidence', 'c': 0.0}, {'h': 'a talented team', 't': 'the impressive array', 'r': 'behind', 'c': 0.0}, {'h': 'a talented team', 't': 'the impressive array', 'r': 'evidence', 'c': 0.0}, {'h': 'a talented team', 't': 'producers', 'r': 'behind', 'c': 0.0}, {'h': 'a talented team', 't': 'producers', 'r': 'evidence', 'c': 0.0}, {'h': 'a talented team', 't': 'a skilled director', 'r': 'behind', 'c': 0.0}, {'h': 'a talented team', 't': 'a skilled director', 'r': 'evidence', 'c': 0.0}, {'h': 'Andrea Calderwood', 't': 'the project', 'r': 'lead', 'c': 0.0}, {'h': 'Anurag Kashyap', 't': 'the project', 'r': 'lead', 'c': 0.0}, {'h': 'Andrea Calderwood', 't': 'its director', 'r': 'lead', 'c': 0.0}, {'h': 'Anurag Kashyap', 't': 'its director', 'r': 'lead', 'c': 0.0}, {'h': 'board', 't': 'its director', 'r': 'lead', 'c': 0.0}, {'h': 'producers', 't': 'the project', 'r': 'lead', 'c': 0.0}, {'h': 'board', 't': 'the project', 'r': 'lead', 'c': 0.0}, {'h': 'producers', 't': 'its director', 'r': 'lead', 'c': 0.0}, {'h': 'François Girard', 't': 'its director', 'r': 'lead', 'c': 0.0}, {'h': 'François Girard', 't': 'the project', 'r': 'lead', 'c': 0.0}, {'h': ""the film's plot"", 't': 'such a strong group', 'r': 'entail', 'c': 0.0}, {'h': ""the film's plot"", 't': 'artists', 'r': 'entail', 'c': 0.0}, {'h': 'such a strong group', 't': '""Cargo', 'r': 'behind', 'c': 0.0}, {'h': ""the film's plot"", 't': '""Cargo', 'r': 'entail', 'c': 0.0}, {'h': ""the film's plot"", 't': '""Cargo', 'r': 'behind', 'c': 0.0}, {'h': 'artists', 't': '""Cargo', 'r': 'behind', 'c': 0.0}]","The movie ""Cargo"" has a talented team behind it, as evidenced by the impressive array of producers and a skilled director. Andrea Calderwood and Anurag Kashyap are both on board as producers, while François Girard leads the project as its director. The film's cast is also noteworthy, with actors Ron Thompson and David Gulpilil both taking on starring roles. It remains to be seen what the film's plot will entail, but with such a strong group of artists behind it, ""Cargo"" is sure to be a promising production."
18,"[{'h': 'Carmen', 't': 'several artists', 'r': 'receive', 'c': 0.0}, {'h': 'Carmen', 't': 'contributions', 'r': 'receive', 'c': 0.0}, {'h': 'a movie', 't': 'several artists', 'r': 'receive', 'c': 0.0}, {'h': 'a movie', 't': 'contributions', 'r': 'receive', 'c': 0.0}, {'h': 'The movie', 't': 'Rossy de Palma', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'Theda Bara', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'lead roles', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'Paz Vega', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'Geraldine Farrar', 'r': 'star', 'c': 0.0}, {'h': 'Cecil Arthur Lewis', 't': 'the movie', 'r': 'serve', 'c': 0.0}, {'h': 'Valerie Buhagiar', 't': 'directors', 'r': 'serve', 'c': 0.0}, {'h': 'Cecil Arthur Lewis', 't': 'directors', 'r': 'serve', 'c': 0.0}, {'h': 'Valerie Buhagiar', 't': 'the movie', 'r': 'serve', 'c': 0.0}, {'h': 'Tonino Guerra', 't': 'the screenplay', 'r': 'write', 'c': 0.0}, {'h': 'a hand', 't': 'the screenplay', 'r': 'write', 'c': 0.0}, {'h': 'The movie', 't': 'cinematography', 'r': 'shoot', 'c': 0.0}, {'h': 'The movie', 't': 'Ubaldo Arata', 'r': 'shoot', 'c': 0.0}, {'h': 'The information', 't': 'Carmen', 'r': 'suggest', 'c': 0.0}, {'h': 'The information', 't': 'Carmen', 'r': 'available', 'c': 0.0}, {'h': 'The information', 't': 'accomplished individuals', 'r': 'suggest', 'c': 0.0}, {'h': 'The information', 't': 'accomplished individuals', 'r': 'work', 'c': 0.0}, {'h': 'The information', 't': 'accomplished individuals', 'r': 'available', 'c': 0.0}, {'h': 'the KG', 't': 'Carmen', 'r': 'suggest', 'c': 0.0}, {'h': 'the KG', 't': 'a number', 'r': 'work', 'c': 0.0}, {'h': 'the KG', 't': 'a number', 'r': 'suggest', 'c': 0.0}, {'h': 'the KG', 't': 'various fields', 'r': 'suggest', 'c': 0.0}, {'h': 'the KG', 't': 'various fields', 'r': 'across', 'c': 0.0}, {'h': 'the KG', 't': 'various fields', 'r': 'work', 'c': 0.0}, {'h': 'The information', 't': 'the KG', 'r': 'available', 'c': 0.0}, {'h': 'Carmen', 't': 'a number', 'r': 'work', 'c': 0.0}, {'h': 'Carmen', 't': 'accomplished individuals', 'r': 'work', 'c': 0.0}, {'h': 'Carmen', 't': 'various fields', 'r': 'work', 'c': 0.0}, {'h': 'The information', 't': 'a number', 'r': 'suggest', 'c': 0.0}, {'h': 'Carmen', 't': 'various fields', 'r': 'across', 'c': 0.0}, {'h': 'The information', 't': 'a number', 'r': 'available', 'c': 0.0}, {'h': 'The information', 't': 'a number', 'r': 'work', 'c': 0.0}, {'h': 'the KG', 't': 'accomplished individuals', 'r': 'suggest', 'c': 0.0}, {'h': 'the KG', 't': 'accomplished individuals', 'r': 'work', 'c': 0.0}, {'h': 'accomplished individuals', 't': 'various fields', 'r': 'across', 'c': 0.0}, {'h': 'a number', 't': 'various fields', 'r': 'across', 'c': 0.0}, {'h': 'The information', 't': 'various fields', 'r': 'available', 'c': 0.0}, {'h': 'The information', 't': 'various fields', 'r': 'suggest', 'c': 0.0}, {'h': 'The information', 't': 'various fields', 'r': 'work', 'c': 0.0}, {'h': 'The information', 't': 'various fields', 'r': 'across', 'c': 0.0}]","Carmen is a movie that has received contributions from several artists. The movie stars Rossy de Palma, Paz Vega, Geraldine Farrar and Theda Bara in lead roles. Valerie Buhagiar and Cecil Arthur Lewis served as directors for the movie. Paul Davidson, Alexandre Kamenka, and Emiliano Piedra were the producers for ""Carmen"". Tonino Guerra had a hand in writing the screenplay. The movie was shot with cinematography by Ubaldo Arata. The information available in the KG suggests that ""Carmen"" has been worked on by a number of accomplished individuals across various fields."
19,"[{'h': 'Robert Riskin', 't': 'the producers', 'r': 'serve', 'c': 0.0}, {'h': 'Peter Svensson', 't': 'the producers', 'r': 'serve', 'c': 0.0}, {'h': 'the writers', 't': 'the producers', 'r': 'serve', 'c': 0.0}, {'h': 'the movie', 't': 'the producers', 'r': 'serve', 'c': 0.0}, {'h': 'John Sutro', 't': 'the producers', 'r': 'serve', 'c': 0.0}, {'h': 'Rob Fraboni', 't': 'the producers', 'r': 'serve', 'c': 0.0}, {'h': 'The movie', 't': 'the artists', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'the artists', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Yury Yakovlev', 'r': 'star', 'c': 0.0}, {'h': 'The movie', 't': 'Natalie Merchant', 'r': 'star', 'c': 0.0}, {'h': 'Yury Yakovlev', 't': 'the artists', 'r': 'feature', 'c': 0.0}, {'h': 'The movie', 't': 'Natalie Merchant', 'r': 'feature', 'c': 0.0}, {'h': 'Yury Yakovlev', 't': 'Natalie Merchant', 'r': 'feature', 'c': 0.0}]","""Carnival is a movie that was directed by Harley Knoles. Robert Riskin and Peter Svensson were the writers of the movie while John Sutro and Rob Fraboni served as the producers. The movie starred Yury Yakovlev and featured Natalie Merchant as one of the artists."""
21,"[{'h': 'Caroline', 't': 'Michael Spiby', 'r': 'collaborate', 'c': 0.0}, {'h': 'a writer', 't': 'Bob Young', 'r': 'collaborate', 'c': 0.0}, {'h': 'a writer', 't': 'Johnette Napolitano', 'r': 'collaborate', 'c': 0.0}, {'h': 'a writer', 't': 'Michael Spiby', 'r': 'collaborate', 'c': 0.0}, {'h': 'Caroline', 't': 'Johnette Napolitano', 'r': 'collaborate', 'c': 0.0}, {'h': 'Caroline', 't': 'Bob Young', 'r': 'collaborate', 'c': 0.0}, {'h': 'an artist', 't': 'Arlo Parks', 'r': 'work', 'c': 0.0}, {'h': 'addition', 't': 'Arlo Parks', 'r': 'work', 'c': 0.0}, {'h': 'her writing skills', 't': 'Arlo Parks', 'r': 'work', 'c': 0.0}]",Carolina is a movie with Robert Young and Alessandro Nivola as its starring cast members. Rick Beato is the writer and Aaron Dessner is the producer.
22,"[{'h': 'Carousel', 't': 'different specializations', 'r': 'associate', 'c': 0.0}, {'h': 'Carousel', 't': 'several artists', 'r': 'associate', 'c': 0.0}, {'h': 'a movie', 't': 'several artists', 'r': 'associate', 'c': 0.0}, {'h': 'a movie', 't': 'different specializations', 'r': 'associate', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'the producer', 'r': 'credit', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'Robert Baberske', 'r': 'credit', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'the film', 'r': 'credit', 'c': 0.0}, {'h': 'both Julius Jaenzon', 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': 'both Julius Jaenzon', 't': 'life', 'r': 'bring', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'Rogét Chahayed', 'r': 'credit', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'both Julius Jaenzon', 'r': 'credit', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'life', 'r': 'credit', 'c': 0.0}, {'h': 'Robert Baberske', 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': ""The movie's cinematography"", 't': 'life', 'r': 'bring', 'c': 0.0}, {'h': 'Robert Baberske', 't': 'life', 'r': 'bring', 'c': 0.0}, {'h': 'Rogét Chahayed', 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': 'the producer', 't': 'the film', 'r': 'bring', 'c': 0.0}, {'h': 'Rogét Chahayed', 't': 'life', 'r': 'bring', 'c': 0.0}, {'h': 'the producer', 't': 'life', 'r': 'bring', 'c': 0.0}, {'h': 'Melanie Martinez', 't': 'some aspect', 'r': 'involve', 'c': 0.0}, {'h': 'Melanie Martinez', 't': 'the film', 'r': 'involve', 'c': 0.0}, {'h': 'a renowned artist', 't': 'some aspect', 'r': 'involve', 'c': 0.0}, {'h': 'a renowned artist', 't': 'the film', 'r': 'involve', 'c': 0.0}]","Caroline is a writer who has collaborated with Bob Young, Johnette Napolitano, and Michael Spiby. In addition to her writing skills, she is also an artist and has worked with Arlo Parks."
23,"[{'h': 'Carrie', 't': 'an artist', 'r': 'feature', 'c': 0.0}, {'h': 'a movie', 't': 'Betty Buckley', 'r': 'feature', 'c': 0.0}, {'h': 'a movie', 't': 'an artist', 'r': 'feature', 'c': 0.0}, {'h': 'Carrie', 't': 'Betty Buckley', 'r': 'feature', 'c': 0.0}, {'h': 'two artists', 't': 'the movie', 'r': 'involve', 'c': 0.0}, {'h': 'two artists', 't': 'the production', 'r': 'involve', 'c': 0.0}, {'h': 'Cliff Richard', 't': 'the movie', 'r': 'involve', 'c': 0.0}, {'h': 'Cliff Richard', 't': 'the production', 'r': 'involve', 'c': 0.0}, {'h': 'Europe', 't': 'the production', 'r': 'involve', 'c': 0.0}, {'h': 'Europe', 't': 'the movie', 'r': 'involve', 'c': 0.0}]","Carousel is a movie that has been associated with several artists of different specializations. The movie's cinematography has been credited to both Julius Jaenzon and Robert Baberske, while Rogét Chahayed is known to be the producer responsible for bringing the film to life. Furthermore, Melanie Martinez, a renowned artist, was involved in some aspect of the film. However, based on the triplet provided, the exact nature of Melanie's involvement is uncertain."
